Nom Adresse,Adresse,Colonne 3,AdresseID,Préfix,Num,BisTer,TypeRue,Nom Rue,CodePostal,Ville,Cedex,Pays,AdresseForcee,AdresseRue,AdresseExacte,AdresseGeo,Parent,AdresseParentID
Quartier - Bellevue (USA) - City Hall,"450 110th Ave NE, Bellevue, WA 98004, États-Unis",Quartier,A-Q-L0155,,450,,,110th Ave NE,,Bellevue,WA 98004,États-Unis,,450 110th Ave NE,"450 110th Ave NE, Bellevue, WA 98004, États-Unis","450 110th Ave NE, Bellevue, WA 98004, États-Unis",Ville - Bellevue (USA),A-V-L0259
Quartier - Berlin - Hotel de Ville,"Rotes Rathaus, Rathausstraße 15, 10178 Berlin, Allemagne",Quartier,A-Q-L0156,,,,,"Rotes Rathaus, Rathausstraße 15",10178 ,Berlin,,Allemagne,,"Rotes Rathaus, Rathausstraße 15","Rotes Rathaus, Rathausstraße 15, 10178 , Berlin, Allemagne","Rotes Rathaus, Rathausstraße 15, 10178 , Berlin, Allemagne",Ville - Berlin,A-V-L0260
Quartier - Bourg - Ainterexpo,"25 Av. du Maréchal Juin, 01000 Bourg-en-Bresse, France",Quartier,A-Q-L0157,,25,,Av.,du Maréchal Juin,01000,Bourg-en-Bresse,,France,,25 Av. du Maréchal Juin,"25 Av. du Maréchal Juin, 01000, Bourg-en-Bresse, France","25 Av. du Maréchal Juin, 01000, Bourg-en-Bresse, France",Ville - Bourg en Bresse,A-V-L0262
Quartier - Bourg - Hôtel de ville,"Pl. de l'Hôtel de ville, 01012 Bourg-en-Bresse, France",Quartier,A-Q-L0158,,,,Pl.,l'Hôtel de ville,01012,Bourg-en-Bresse,,France,,Pl. l'Hôtel de ville,"Pl. l'Hôtel de ville, 01012, Bourg-en-Bresse, France","Pl. l'Hôtel de ville, 01012, Bourg-en-Bresse, France",Ville - Bourg en Bresse,A-V-L0262
Quartier - Bourg - La Neuve,"44 Rue du Plateau, 01440 Viriat, France",Quartier,A-Q-L0159,,44,,Rue,du Plateau,01440,Viriat,,France,,44 Rue du Plateau,"44 Rue du Plateau, 01440, Viriat, France","44 Rue du Plateau, 01440, Viriat, France",Ville - Bourg en Bresse,A-V-L0262
Quartier - Bucharest - Zone d'activité Commerciale,"Splaiul Independenței 210 - 210B, Bucarest, Roumanie",Quartier,A-Q-L0160,Splaiul Independenței,,,,210 - 210B,,Bucharest,,Roumanie,,Splaiul Independenței 210 - 210B,"Splaiul Independenței 210 - 210B, Bucharest, Roumanie","Splaiul Independenței 210 - 210B, Bucharest, Roumanie",Ville - Bucharest,A-V-L0263
Quartier - Epinal - 4 Nations,"4 Avenue du Maréchal de Lattre de Tassigny, 88000, Épinal, France",Quartier,A-Q-L0161,,4,,Av.,du Maréchal de Lattre de Tassigny,88000,Épinal,,France,,4 Av. du Maréchal de Lattre de Tassigny,"4 Av. du Maréchal de Lattre de Tassigny, 88000, Épinal, France","4 Av. du Maréchal de Lattre de Tassigny, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Centre des Congrès,"7 Av. de Saint-Dié, 88000 Épinal, France",Quartier,A-Q-L0162,,7,,Av.,de Saint-Dié,88000,Épinal,,France,,7 Av. de Saint-Dié,"7 Av. de Saint-Dié, 88000, Épinal, France","7 Av. de Saint-Dié, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Gare,"12 Av. Général de Gaulle, 88000 Épinal",Quartier,A-Q-L0163,,12,,Av.,Général de Gaulle,88000,Épinal,,France,,12 Av. Général de Gaulle,"12 Av. Général de Gaulle, 88000, Épinal, France","12 Av. Général de Gaulle, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Golbey Intermarché,"2 Avenue Fontenelle, 88000, Épinal, France",Quartier,A-Q-L0164,,2,,Av.,Fontenelle,88000,Épinal,,France,,2 Av. Fontenelle,"2 Av. Fontenelle, 88000, Épinal, France","2 Av. Fontenelle, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - L'Epysode,"17 Av. de la Loge Blanche, 88000 Épinal",Quartier,A-Q-L0165,,17,,Av.,de la Loge Blanche,88000,Épinal,,France,,17 Av. de la Loge Blanche,"17 Av. de la Loge Blanche, 88000, Épinal, France","17 Av. de la Loge Blanche, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Lapique,"5 Rue Nicolas Bellot, 88000 Épinal, France",Quartier,A-Q-L0166,,5,,Rue,Nicolas Bellot,88000,Épinal,,France,,5 Rue Nicolas Bellot,"5 Rue Nicolas Bellot, 88000, Épinal, France","5 Rue Nicolas Bellot, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Le sault le cerf (Jeuxey),"33 Rue Du Saut Du Cerf, 88000 Jeuxey, France",Quartier,A-Q-L0167,,33,,Rue,Du Saut Du Cerf,88000,Jeuxey,,France,,33 Rue Du Saut Du Cerf,"33 Rue Du Saut Du Cerf, 88000, Jeuxey, France","33 Rue Du Saut Du Cerf, 88000, Jeuxey, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Maison Romaine,"2 Imp. des Blanchisseuses, 88000 Épinal, France",Quartier,A-Q-L0168,,2,,Impasse,des Blanchisseuses,88000,Épinal,,France,,2 Impasse des Blanchisseuses,"2 Impasse des Blanchisseuses, 88000, Épinal, France","2 Impasse des Blanchisseuses, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Marché couvert,"Pl. Claude Bassot, 88000 Épinal, France",Quartier,A-Q-L0169,,,,Pl.,Claude Bassot,88000,Épinal,,France,,Pl. Claude Bassot,"Pl. Claude Bassot, 88000, Épinal, France","Pl. Claude Bassot, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Musée d'art,"1 place Lagarde, 88000 Épinal, France",Quartier,A-Q-L0170,,1,,Pl,Lagarde,88000,Épinal,,France,,1 Pl Lagarde,"1 Pl Lagarde, 88000, Épinal, France","1 Pl Lagarde, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Musée de l'image,"42 Quai de Dogneville, 88000 Épinal",Quartier,A-Q-L0171,,42,,Quai,de Dogneville,88000,Épinal,,France,,42 Quai de Dogneville,"42 Quai de Dogneville, 88000, Épinal, France","42 Quai de Dogneville, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Patinoire,"21, Fbg de Poissompré, 88000 Épinal, France",Quartier,A-Q-L0172,,21,,Fbg.,de Poissompré,88000,Épinal,,France,,21 Fbg. de Poissompré,"21 Fbg. de Poissompré, 88000, Épinal, France","21 Fbg. de Poissompré, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Epinal - Place des vosges,"1 Pl. des Vosges, 88000 épinal, France",Quartier,A-Q-L0173,,1,,Pl.,des Vosges,88000,Épinal,,France,,1 Pl. des Vosges,"1 Pl. des Vosges, 88000, Épinal, France","1 Pl. des Vosges, 88000, Épinal, France",Ville - Epinal & Agglo,A-V-L0265
Quartier - Gorinchem - Corbion,"Arkelsedijk 46, 4206 AC Gorinchem, Pays-Bas",Quartier,A-Q-L0174,Arkelsedijk 46,,,, 4206 AC,,Gorinchem,,Pays-Bas,,Arkelsedijk 46  4206 AC,"Arkelsedijk 46  4206 AC, Gorinchem, Pays-Bas","Arkelsedijk 46  4206 AC, Gorinchem, Pays-Bas",Ville - Gorinchem,A-V-L0266
Quartier - Heillecourt Nancy - Zone Activité Commercial,"2 allée des érables, 54180 Houdemont, France",Quartier,A-Q-L0175,,2,,All.,des érables,54180,Heillecourt,,France,,2 All. des érables,"2 All. des érables, 54180, Heillecourt, France","2 All. des érables, 54180, Heillecourt, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - La Crau - Parc de l'Estalle,"130 Chemin des Peupliers, 83260 La Crau, France",Quartier,A-Q-L0176,,130,,Chem.,des Peupliers,83260,La Crau,,France,,130 Chem. des Peupliers,"130 Chem. des Peupliers, 83260, La Crau, France","130 Chem. des Peupliers, 83260, La Crau, France",Ville - Toulon,A-V-L0276
Quartier - Le Chaffaut - Hôtel de ville,"Rue de la mairie, 04510, Le Chaffaut Saint Jurson, France",Quartier,A-Q-L0177,,,,Rue,de la Mairie,04510,Le Chaffaut Saint Jurson,,France,,Rue de la Mairie,"Rue de la Mairie, 04510, Le Chaffaut Saint Jurson, France","Rue de la Mairie, 04510, Le Chaffaut Saint Jurson, France",Ville - Digne les Bains,A-V-L0264
Quartier - Lisses - Hotel de Ville,"2 Rue de Thirouin, 91090 Lisses, France",Quartier,A-Q-L0178,,2,,Rue,de Thirouin,91090,Lisses,,France,,2 Rue de Thirouin,"2 Rue de Thirouin, 91090, Lisses, France","2 Rue de Thirouin, 91090, Lisses, France",Ville - Paris,A-V-L0269
Quartier - Ludres Nancy - Intermarché,"Chemin du Bon Curé, Av. du Bon Curé, 54710 , Ludres, France",Quartier,A-Q-L0179,,,,Chem.,"du Bon Curé, Av. du Bon Curé, ",54710,Ludres,,France,,"Chem. du Bon Curé, Av. du Bon Curé, ","Chem. du Bon Curé, Av. du Bon Curé, , 54710, Ludres, France","Chem. du Bon Curé, Av. du Bon Curé, , 54710, Ludres, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Ludres Nancy - UGC Cinécité,"350 Rue des Mazurots, 54710 , Ludres, France",Quartier,A-Q-L0180,,350,,Rue,des Mazurots,54710,Ludres,,France,,350 Rue des Mazurots,"350 Rue des Mazurots, 54710, Ludres, France","350 Rue des Mazurots, 54710, Ludres, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Lyon - Université Jean Moulin,"1 Av. des Frères Lumière, 69008 Lyon, France",Quartier,A-Q-L0181,,1,,Av.,des Frères Lumière,69003,Lyon,,France,,1 Av. des Frères Lumière,"1 Av. des Frères Lumière, 69003, Lyon, France","1 Av. des Frères Lumière, 69003, Lyon, France",Ville - Lyon,A-V-L0267
Quartier - Maromme - Moulin à Poudre,"914 Rue du Moulin À Poudre, 76150 Maromme, France",Quartier,A-Q-L0182,,914,,Rue,du Moulin À Poudre,76150,Maromme,,France,,914 Rue du Moulin À Poudre,"914 Rue du Moulin À Poudre, 76150, Maromme, France","914 Rue du Moulin À Poudre, 76150, Maromme, France",Ville - Rouen,A-V-L0273
Quartier - Nancy - Cathédrale Notre-Dame-de-l'Annonciation,"33 Rue Saint-Georges, 54000 Nancy, France",Quartier,A-Q-L0183,,33,,Rue,Saint-Georges,54000,Nancy,,France,,33 Rue Saint-Georges,"33 Rue Saint-Georges, 54000, Nancy, France","33 Rue Saint-Georges, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Centre Saint Seb,"1 Rue des Ponts, 54000 Nancy, France",Quartier,A-Q-L0184,,1,,Rue,des Ponts,54000,Nancy,,France,,1 Rue des Ponts,"1 Rue des Ponts, 54000, Nancy, France","1 Rue des Ponts, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Dépot Kéolis,"59 rue Marcel Brot, 54000, Nancy, France",Quartier,A-Q-L0185,,59,,Rue,Marcel Brot,54000,Nancy,,France,,59 Rue Marcel Brot,"59 Rue Marcel Brot, 54000, Nancy, France","59 Rue Marcel Brot, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Domaine et Château du Charmois,"2 All. du Parc, 54500 Vandœuvre-lès-Nancy",Quartier,A-Q-L0186,,2,,All.,du Parc,54500,Villers-lès-Nancy,,France,,2 All. du Parc,"2 All. du Parc, 54500, Villers-lès-Nancy, France","2 All. du Parc, 54500, Villers-lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Gare,"3 Place Thiers, 54000 Nancy, France",Quartier,A-Q-L0187,,3,,Pl.,Thiers,54000,Nancy,,France,,3 Pl. Thiers,"3 Pl. Thiers, 54000, Nancy, France","3 Pl. Thiers, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - IUT Nancy Charlemagne,"2 Ter Bd Charlemagne, 54000 Nancy, France",Quartier,A-Q-L0188,,2,Ter,Bd.,Bd Charlemagne,54000,Nancy,,France,,2 Ter Bd. Bd Charlemagne,"2 Ter Bd. Bd Charlemagne, 54000, Nancy, France","2 Ter Bd. Bd Charlemagne, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Muséum-Aquarium de Nancy,"34 Rue Sainte-Catherine, 54000 Nancy",Quartier,A-Q-L0189,,34,,Rue,Sainte-Catherine,54000,Nancy,,France,,34 Rue Sainte-Catherine,"34 Rue Sainte-Catherine, 54000, Nancy, France","34 Rue Sainte-Catherine, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Parc des Sports de Vandoeuvre,"3 Rue de Gembloux, 54500 Vandœuvre-lès-Nancy",Quartier,A-Q-L0190,,3,,Rue,de Gembloux,54500,Vandœuvre-lès-Nancy,,France,,3 Rue de Gembloux,"3 Rue de Gembloux, 54500, Vandœuvre-lès-Nancy, France","3 Rue de Gembloux, 54500, Vandœuvre-lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Place des Vosges,"1 Pl. des Vosges, 54000, Nancy, France",Quartier,A-Q-L0191,,1,,Pl.,des Vosges,54000,Nancy,,France,,1 Pl. des Vosges,"1 Pl. des Vosges, 54000, Nancy, France","1 Pl. des Vosges, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Place Stanislas,"1 Pl. Stanislas, 54000, Nancy, France",Quartier,A-Q-L0192,,1,,Pl.,Stanislas,54000,Nancy,,France,,1 Pl. Stanislas,"1 Pl. Stanislas, 54000, Nancy, France","1 Pl. Stanislas, 54000, Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - Stade Marcel Picot,"90 Bd Jean Jaurès, 54510 Tomblaine, France",Quartier,A-Q-L0193,,90,,Bd.,Jean Jaurès,54510,Tomblaine,,France,,90 Bd. Jean Jaurès,"90 Bd. Jean Jaurès, 54510, Tomblaine, France","90 Bd. Jean Jaurès, 54510, Tomblaine, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Nancy - ZA Essey,"135 Av. 69 Régiment d'Infanterie, 54270 Essey-lès-Nancy",Quartier,A-Q-L0194,,135,,Av,69 Régiment d'Infanterie,54270,Essey-Lès-Nancy,,France,,135 Av 69 Régiment d'Infanterie,"135 Av 69 Régiment d'Infanterie, 54270, Essey-Lès-Nancy, France","135 Av 69 Régiment d'Infanterie, 54270, Essey-Lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Paris - Arc de Triomphe,"1 Pl. Charles de Gaulle, 75008 Paris, France",Quartier,A-Q-L0195,,1,,Pl.,Charles de Gaulle,75008,Paris,,France,,1 Pl. Charles de Gaulle,"1 Pl. Charles de Gaulle, 75008, Paris, France","1 Pl. Charles de Gaulle, 75008, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Bercy,"8 Bd de Bercy, 75012 Paris",Quartier,A-Q-L0196,,8,,Bd,de Bercy,75012,Paris,,France,,8 Bd de Bercy,"8 Bd de Bercy, 75012, Paris, France","8 Bd de Bercy, 75012, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Gare de Lyon,"Pl. Louis Armand, 75012 Paris",Quartier,A-Q-L0197,,,,Pl.,Louis Armand,75012,Paris,,France,,Pl. Louis Armand,"Pl. Louis Armand, 75012, Paris, France","Pl. Louis Armand, 75012, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Jardin & Palais du Luxembourg,"15 Rue de Vaugirard, 75006 Paris, France",Quartier,A-Q-L0198,,15,,Rue,de Vaugirard,75006,Paris,,France,,15 Rue de Vaugirard,"15 Rue de Vaugirard, 75006, Paris, France","15 Rue de Vaugirard, 75006, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Mairie de Clichy,"80 Bd Jean Jaurès, 92110 Clichy",Quartier,A-Q-L0199,,80,,Bd,Jean Jaurès,92110,Clichy,,France,,80 Bd Jean Jaurès,"80 Bd Jean Jaurès, 92110, Clichy, France","80 Bd Jean Jaurès, 92110, Clichy, France",Ville - Paris,A-V-L0269
Quartier - Paris - Montmartre,"35 Rue du Chevalier de la Barre, 75018 Paris, France",Quartier,A-Q-L0200,,35,,Rue,du Chevalier de la Barre,75018,Paris,,France,,35 Rue du Chevalier de la Barre,"35 Rue du Chevalier de la Barre, 75018, Paris, France","35 Rue du Chevalier de la Barre, 75018, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Musée Grévin,"10 Bd Montmartre, 75009 Paris, France",Quartier,A-Q-L0201,,10,,Bd,Montmartre,75009,Paris,,France,,10 Bd Montmartre,"10 Bd Montmartre, 75009, Paris, France","10 Bd Montmartre, 75009, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Parc Omnisport Suzanne Lenglen,"2 Rue Louis Armand, 75015 Paris, France",Quartier,A-Q-L0202,,2,,Rue,Louis Armand,75015,Paris,,France,,2 Rue Louis Armand,"2 Rue Louis Armand, 75015, Paris, France","2 Rue Louis Armand, 75015, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Père la chaise,"63 Bd de Ménilmontant, 75011 Paris, France",Quartier,A-Q-L0203,,63,,Bd.,de Ménilmontant,75011,Paris,,France,,63 Bd. de Ménilmontant,"63 Bd. de Ménilmontant, 75011, Paris, France","63 Bd. de Ménilmontant, 75011, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Père la chaise,"63 Bd de Ménilmontant, 75011 Paris, France",Quartier,A-Q-L0204,,63,,Bd.,de Ménilmontant,75011,Paris,,France,,63 Bd. de Ménilmontant,"63 Bd. de Ménilmontant, 75011, Paris, France","63 Bd. de Ménilmontant, 75011, Paris, France",Ville - Paris,A-V-L0269
Quartier - Paris - Stade de France,"31 Av. Jules Rimet, 93210 Saint-Denis, France",Quartier,A-Q-L0205,,31,,Av.,Jules Rimet,93120,Saint-Denis,,France,,31 Av. Jules Rimet,"31 Av. Jules Rimet, 93120, Saint-Denis, France","31 Av. Jules Rimet, 93120, Saint-Denis, France",Ville - Paris,A-V-L0269
Quartier - Paris - Stade Omnisport Suzanne Lenglen,"4 Rue Louis Armand, 75015 Paris",Quartier,A-Q-L0206,,4,,Rue,Louis Armand,75015,Paris,,France,,4 Rue Louis Armand,"4 Rue Louis Armand, 75015, Paris, France","4 Rue Louis Armand, 75015, Paris, France",Ville - Paris,A-V-L0269
Quartier - Pulnoy Nancy - Zone Activité Commerciale,"1 Av. de Saulxures, 54270 Essey-lès-Nancy, France",Quartier,A-Q-L0207,,1,,Av.,de Saulxures,54270,Essay-lès-Nancy,,France,,1 Av. de Saulxures,"1 Av. de Saulxures, 54270, Essay-lès-Nancy, France","1 Av. de Saulxures, 54270, Essay-lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Rennes - Ecole Gustave,"10 Rue Maurice Le Lannou, 35000 Rennes",Quartier,A-Q-L0208,,10,,Rue,Maurice Le Lannou,35000,Rennes,,France,,10 Rue Maurice Le Lannou,"10 Rue Maurice Le Lannou, 35000, Rennes, France","10 Rue Maurice Le Lannou, 35000, Rennes, France",Ville - Rennes,A-V-L0270
Quartier - Rotterdam (Pays Bas) - Aéroport,"Malpensabaan 3, 3045 AL Rotterdam, Pays-Bas",Quartier,A-Q-L0209,Malpensabaan 3,3045,AL,,,,Rotterdam,,Pays-Bas,,Malpensabaan 3 3045 AL,"Malpensabaan 3 3045 AL, Rotterdam, Pays-Bas","Malpensabaan 3 3045 AL, Rotterdam, Pays-Bas",Ville - Rotterdam,A-V-L0271
Quartier - Roubaix - Grande Mosquée Arrahma,"131 Rue d'Anzin, 59100 Roubaix, France",Quartier,A-Q-L0210,,131,,Rue,d'Anzin,59100,Roubaix,,France,,131 Rue d'Anzin,"131 Rue d'Anzin, 59100, Roubaix, France","131 Rue d'Anzin, 59100, Roubaix, France",Ville - Roubaix,A-V-L0272
Quartier - San Fransisco (USA) - 4th St & King St,"298 King St, San Francisco, CA 94107, États-Unis",Quartier,A-Q-L0211,,298,,, King St,,San Francisco,CA 94107,États-Unis,,298  King St,"298  King St, San Francisco, CA 94107, États-Unis","298  King St, San Francisco, CA 94107, États-Unis",Ville - San Fransisco (USA),A-V-L0274
Quartier - Shanghai (Chine) - Aéroport,"Qihang Road No.300 Shanghai Pudong International Airport, Shanghai, Chine",Quartier,A-Q-L0212,Qihang Road No.,300,,,Shanghai Pudong International Airport,,Shanghai,,Chine,,Qihang Road No. 300 Shanghai Pudong International Airport,"Qihang Road No. 300 Shanghai Pudong International Airport, Shanghai, Chine","Qihang Road No. 300 Shanghai Pudong International Airport, Shanghai, Chine",Ville - Shanghai (Chine),A-V-L0275
Quartier - St-Rambert - Hotel de ville,"1 Rue de la Grenette, 01230, Saint-Rambert-en-Bugey, France",Quartier,A-Q-L0213,,1,,Rue,de la Grenette,01230,Saint-Rambert-en-Bugey,,France,,1 Rue de la Grenette,"1 Rue de la Grenette, 01230, Saint-Rambert-en-Bugey, France","1 Rue de la Grenette, 01230, Saint-Rambert-en-Bugey, France",Ville - Amberieu en Bugey,A-V-L0258
Quartier - Tours - Hôtel de ville,"361 Pl. Jean Jaurès, 37000 Tours, France",Quartier,A-Q-L0214,,361,,Pl.,Jean Jaurès,37000,Tours,,France,,361 Pl. Jean Jaurès,"361 Pl. Jean Jaurès, 37000, Tours, France","361 Pl. Jean Jaurès, 37000, Tours, France",Ville - Tours,A-V-L0277
Quartier - Vagney - Hôtel de ville,"12 Pl. Caritey, 88120 Vagney, France",Quartier,A-Q-L0215,,12,,Pl.,Caritey,88120,Vagney,,France,,12 Pl. Caritey,"12 Pl. Caritey, 88120, Vagney, France","12 Pl. Caritey, 88120, Vagney, France",Ville - Vagney,A-V-L0278
Quartier - Vandoeuvre les Nancy - Zone Commerciale Leclerc,"2 Rue Bernard Palissy, 54500 Vandœuvre-lès-Nancy, France",Quartier,A-Q-L0216,,2,,Rue,Bernard Palissy,54500,Vandœuvre-lès-Nancy,,France,,2 Rue Bernard Palissy,"2 Rue Bernard Palissy, 54500, Vandœuvre-lès-Nancy, France","2 Rue Bernard Palissy, 54500, Vandœuvre-lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Ventron - Mairie,"1 Pl. de la Mairie, 88310 Ventron, France",Quartier,A-Q-L0217,,1,,Pl,de la Mairie,88310,Ventron,,France,,1 Pl de la Mairie,"1 Pl de la Mairie, 88310, Ventron, France","1 Pl de la Mairie, 88310, Ventron, France",Ville - Ventron,A-V-L0279
Quartier - Villers Les Nancy - Match,"120 av André Malraux, 54600, Villers Lès Nancy, France",Quartier,A-Q-L0218,,120,,Av.,André Malraux,54600,Villers-lès-Nancy,,France,,120 Av. André Malraux,"120 Av. André Malraux, 54600, Villers-lès-Nancy, France","120 Av. André Malraux, 54600, Villers-lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Villers Les Nancy - Saurupt,"1 Avenue de Saurupt, 54600, Villers-lès-Nancy, France",Quartier,A-Q-L0219,,1,,Av.,de Saurupt,54600,Villers-lès-Nancy,,France,,1 Av. de Saurupt,"1 Av. de Saurupt, 54600, Villers-lès-Nancy, France","1 Av. de Saurupt, 54600, Villers-lès-Nancy, France",Ville - Nancy & Agglo,A-V-L0268
Quartier - Wilmington - City Hall,"512 N Market St, Wilmington, DE 19801, États-Unis",Quartier,A-Q-L0220,,512,N,,Market St,,Wilmington,DE 19801,États-Unis,,512 N Market St,"512 N Market St, Wilmington, DE 19801, États-Unis","512 N Market St, Wilmington, DE 19801, États-Unis",Ville - Wilmington (USA - DE),A-V-L0280
Quateir - Paris Orly - Paris,"Rue de Barcelone, 94390 Paray-Vieille-Poste",Quartier,A-Q-L0221,,,,Rue,de Barcelone,94390,Paray-Vieille-Poste,,France,,Rue de Barcelone,"Rue de Barcelone, 94390, Paray-Vieille-Poste, France","Rue de Barcelone, 94390, Paray-Vieille-Poste, France",Ville - Paris,A-V-L0269
Quatier - Heilliecourt Nancy - Parc de l'Embanie,"11 Rue Gustave Lemaire, 54180 Heillecourt",Quartier,A-Q-L0222,,11,,Rue,Gustave Lemaire,54180,Heillecourt,,France,,11 Rue Gustave Lemaire,"11 Rue Gustave Lemaire, 54180, Heillecourt, France","11 Rue Gustave Lemaire, 54180, Heillecourt, France",Ville - Nancy & Agglo,A-V-L0268
RATP,"54 Quai de la Rapée, 75012 Paris",Rue,A-R-L0223,,54,,Quai,de la Rapée,75012,Paris,,France,,54 Quai de la Rapée,"54 Quai de la Rapée, 75012, Paris, France","54 Quai de la Rapée, 75012, Paris, France",Quartier - Paris - Gare de Lyon,A-Q-L0197
Région -  Nouvelle-Aquitaine," Pl. Pey Berland, 33000 Bordeaux cedex",Région,A-R-L0224,,,,Pl.,Pey Berland,33000,Bordeaux,,France,,Pl. Pey Berland,"Pl. Pey Berland, 33000, Bordeaux, France","Pl. Pey Berland, 33000, Bordeaux, France",Pays - France,A-P-L0143
Région - Auvergne Rhône Alpes,"1 Pl. de la Comédie, 69001 Lyon",Région,A-R-L0225,,1,,Pl.,de la Comédie,69001,Lyon,,France,,1 Pl. de la Comédie,"1 Pl. de la Comédie, 69001, Lyon, France","1 Pl. de la Comédie, 69001, Lyon, France",Pays - France,A-P-L0143
Région - Bezirk (Allemagne / Berlin),"Rotes Rathaus, Rathausstraße 15, 10178 Berlin, Allemagne",Région,A-R-L0226,,,,,"Rotes Rathaus, Rathausstraße 15",10178 ,Berlin,,Allemagne,,"Rotes Rathaus, Rathausstraße 15","Rotes Rathaus, Rathausstraße 15, 10178 , Berlin, Allemagne","Rotes Rathaus, Rathausstraße 15, 10178 , Berlin, Allemagne",Pays - Allemagne,A-P-L0140
Région - Bretagne,"1 place de la Mairie, 35000 Rennes",Région,A-R-L0227,,,,,de la Mairie,,,,,,de la Mairie,de la Mairie,de la Mairie,Pays - France,A-P-L0143
Région - Bucharest,"Bulevardul Regina Elisabeta 47, București 030167, Roumanie",Région,A-R-L0228,Bulevardul Regina Elisabeta ,47,,,,,Bucharest,,Roumanie,,Bulevardul Regina Elisabeta  47,"Bulevardul Regina Elisabeta  47, Bucharest, Roumanie","Bulevardul Regina Elisabeta  47, Bucharest, Roumanie",Pays - Roumanie,A-P-L0145
Région - Californie,"915 I St, Sacramento, CA 95814, États-Unis",Région,A-R-L0229,,915,,,I St,,Sacramento,,États-Unis,,915 I St,"915 I St, Sacramento, États-Unis","915 I St, Sacramento, États-Unis",Pays - Etat-Unis,A-P-L0142
Région - Centre-Val de Loire,"1 Pl. de l'Étape, 45040 Orléans, France",Région,A-R-L0230,,1,,Pl.,de l'Étape,45040,Orléan,,France,,1 Pl. de l'Étape,"1 Pl. de l'Étape, 45040, Orléan, France","1 Pl. de l'Étape, 45040, Orléan, France",Pays - France,A-P-L0143
Région - Chine de l'Est,"2 Zhengyi Rd, Dongcheng, Pekin, Chine, 100051",Région,A-R-L0231,,2,,,"Zhengyi Rd, Dongcheng",,Pekin,,Chine,,"2 Zhengyi Rd, Dongcheng","2 Zhengyi Rd, Dongcheng, Pekin, Chine","2 Zhengyi Rd, Dongcheng, Pekin, Chine",Pays - Chine,A-P-L0141
Région - Delaware (USA),"15 Loockerman Plaza, Dover, DE 19901, États-Unis",Région,A-R-L0232,,15,,,Loockerman Plaza,,Dover,DE 19901,États-Unis,,15 Loockerman Plaza,"15 Loockerman Plaza, Dover, DE 19901, États-Unis","15 Loockerman Plaza, Dover, DE 19901, États-Unis",Pays - Etat-Unis,A-P-L0142
